,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
4EBP1_pS65,0.396154517,0.012635522,0.000799669,0.002625989,0.011319202,0.001494045,0.000361143,0.000691924,0.000861785,0.002447647,0.009046304,0.002000437,0.000564657,0.000196309,0.078329038,0.000567553,0.000343907,0.001181622,0.001779311,0.033646872,0.000289382,0.000604042,0.003855095,0.019745132,0.001557267,0.000763127,0.0007041,0.000778776,0.009130083,0.006708305,0.000596434,0.000529591,0.000108222,0.512594494,0.000591132
ACC_pS79,0.000627904,0.001060502,0.000774282,0.002030269,0.002278596,0.001632562,0.000343234,0.000665742,0.000621843,0.001053938,0.085500314,0.000564677,0.000702495,0.000169375,0.002127576,0.002069171,0.000469186,0.000793863,0.000723692,0.007330639,0.000605746,0.000383384,0.001826539,0.001003922,0.000620568,0.000912804,0.000547321,0.00049375,0.001541651,0.000777526,0.00069876,0.003028297,0.000137716,0.006604667,0.000596945
Akt_pS473,0.018652857,0.000215549,0.184898325,0.006825978,0.169056425,0.603049252,0.000129059,0.000141066,9.86E-05,0.00138419,0.000544257,0.000129061,0.000145791,0.502155456,0.051588295,0.000267728,0.0006953,0.000536433,0.000484782,0.067706447,5.42E-05,0.000281846,0.004013954,0.001678587,0.001950666,0.00021556,0.000305711,0.678693076,0.002703741,0.000198359,0.000372889,0.000119639,3.41E-05,0.564764739,0.000193486
Akt_pT308,0.028306547,0.000155567,0.000724706,0.964676454,0.009739041,0.031398448,0.000322196,0.000135976,0.000101321,0.000638908,0.000180018,0.000111761,0.000246164,0.629710805,0.008850481,0.000346993,0.001023796,0.00398894,0.0002597,0.017915146,0.000136192,0.0008333,0.000798495,0.000419387,0.001757209,0.001559006,0.000697449,0.459054712,0.000628569,0.000240811,0.000545602,0.000159595,8.57E-05,0.451156582,0.000238758
AMPK_pT172,0.003574407,0.971987651,0.00234508,0.000727989,0.007518007,0.022217727,0.00036948,0.001273376,0.001054237,0.001122803,0.013147977,0.001734285,0.000838489,0.00014465,0.02068983,0.000699544,0.000499718,0.000568293,0.226330035,0.002644033,0.002322005,0.018853146,0.001778404,0.001230784,0.000701963,0.001977678,0.000887261,0.000539189,0.009944239,0.001010476,0.000884007,0.005096338,0.000287124,0.001445425,0.00132059
Bad_pS112,0.000864498,0.000610747,0.000577205,0.010964127,0.037762005,0.336614968,0.034796523,0.002001888,0.000480221,0.855615484,0.011415597,0.000540836,0.331831226,0.002705516,0.002428285,0.116488674,0.99014271,0.997916681,0.000673183,0.609339443,0.002827381,0.003070186,0.000542921,0.000840417,0.000719658,0.309432544,0.015072657,0.000945944,0.011216104,0.000579032,0.003475084,0.113598551,0.85935146,0.014267734,0.009759263
c-Met_pY1235,0.001166716,0.003494095,0.000956726,0.001319794,0.00168092,0.006162377,0.005079277,0.065480327,0.002479225,0.001259277,0.001271638,0.000600565,0.000701352,0.000778029,0.001445639,0.187800417,0.000940043,0.000705198,0.00562619,0.000995238,0.000358627,0.0029412,0.002720927,0.002141013,0.002069669,0.016103706,0.804675355,0.001207001,0.000906356,0.002937385,0.643810148,0.173263405,0.001054993,0.000871057,0.180200003
c-Raf_pS338,0.000850691,0.024621047,0.000656691,0.000843,0.000550454,0.001855805,0.000379028,0.27176119,0.003639766,0.001386374,0.000687109,0.000534092,0.000674351,0.000126722,0.006139267,0.000485563,0.000375531,0.119672572,0.000820241,0.0013757,0.000411135,0.000397525,0.000709412,0.002329575,0.001142282,0.00100193,0.000741049,0.000514271,0.001066465,0.001151675,0.000647354,0.000805502,0.001048545,0.000987977,0.00638007
Chk1_pS345,0.001371277,0.07075747,0.000577843,0.000686973,0.036299416,0.000765947,0.047166619,0.016963185,0.56487056,0.000788141,0.001141045,0.000645791,0.00119301,0.000461146,0.001772539,0.002346279,0.000996296,0.000703479,0.000637311,0.000861055,0.007917404,0.051447385,0.002049932,0.000739739,0.017530392,0.002109203,0.020372463,0.003602902,0.027807075,0.000653478,0.177024017,0.00047654,0.000456604,0.000568476,0.007888147
Chk2_pT68,0.000918635,0.003043173,0.000787677,0.000794861,0.001117691,0.002128792,0.00031857,0.000589447,0.000482461,0.999566043,0.000896339,0.000534394,0.000550432,0.000274055,0.000956988,0.000935783,0.000467317,0.000991684,0.000698709,0.00076111,0.00036675,0.001215622,0.023886203,0.000797605,0.005817757,0.000549321,0.00064744,0.000533861,0.006654203,0.001215453,0.000573335,0.000460358,0.00010691,0.113862257,0.000611023
EGFR_pY1068,0.000608459,0.000980711,0.000619181,0.000701275,0.000833112,0.001391813,0.000356358,0.229795226,0.006814392,0.001810766,0.066858302,0.00071629,0.000585925,0.000342834,0.000938153,0.261855512,0.000777552,0.000976946,0.000746722,0.002131158,0.000271809,0.000681661,0.165707097,0.001914642,0.000644477,0.178265586,0.221171273,0.001378756,0.003129324,0.006086997,0.215302972,0.427618307,0.000103758,0.007291212,0.00505473
EGFR_pY1173,0.001233099,0.000830725,0.000760945,0.000778049,0.002455252,0.001093469,0.001369471,0.001108352,0.000606399,0.000852114,0.000798174,0.000710265,0.001412065,0.000192554,0.00487386,0.003671023,0.015642741,0.268765272,0.000654183,0.109281303,0.000383503,0.004113162,0.301552127,0.00078813,0.000643587,0.159926047,0.005536434,0.000478298,0.004559424,0.000719323,0.002092793,0.000929403,0.000124731,0.000731492,0.000587555
ER-alpha_pS118,0.001180095,0.001572989,0.002004883,0.004698926,0.001561278,0.000991724,0.001943653,0.002085356,0.006671325,0.004517368,0.016230405,0.000562085,0.292659823,0.003650045,0.000995478,0.000742809,0.003819089,0.002586856,0.025367691,0.001079604,0.000388671,0.00712108,0.000723315,0.004354617,0.3029426,0.000629223,0.00268846,0.001610664,0.001276269,0.001363482,0.004061198,0.000616121,0.000453658,0.000832372,0.009868165
GSK3-alpha-beta_pS21_S9,0.002011086,0.000944811,0.000595556,0.001603291,0.009228514,0.18851888,0.000469173,0.00067469,0.000551504,0.000986294,0.000893565,0.000530889,0.000925465,0.000233371,0.018102424,0.000551773,0.000823894,0.001470483,0.095501889,0.003903346,0.000291084,0.000699547,0.013455242,0.001402745,0.000739738,0.000718462,0.001536136,0.001098006,0.000710844,0.001908803,0.001036378,0.000588312,0.000137207,0.001080271,0.000783665
HER2_pY1248,0.002085557,0.004001832,0.001803442,0.002696923,0.001198456,0.48135064,0.000463695,0.322773677,0.003545953,0.000738374,0.007872303,0.001246565,0.001330239,0.000153723,0.014718141,0.193464649,0.133359135,0.004096073,0.000895988,0.000600602,0.000921845,0.000838109,0.453041002,0.000855433,0.000657479,0.041095581,0.589252503,0.001164579,0.042155136,0.000611043,0.357069699,0.19992887,0.000158355,0.007631738,0.001881046
JNK_pT183_pT185,0.000636403,0.001931848,0.000754795,0.000839919,0.000635927,0.00059692,0.000704321,0.00060995,0.001001908,0.009882205,0.001616699,0.000658612,0.000688636,0.000174266,0.001035606,0.000438949,0.001692734,0.001718118,0.00390273,0.002482505,0.000289293,0.000691464,0.000607366,0.000973308,0.000756799,0.000566589,0.000745425,0.000451329,0.000768414,0.001130459,0.001461218,0.000564829,0.000155339,0.000739756,0.001434558
