,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
4EBP1_pS65,0.487037785,0.010536046,0.000760473,0.00176141,0.000311655,0.003751239,0.233434229,0.00059066,0.000856625,0.001557116,0.000697156,0.002502432,0.001518476,0.001163873,0.000872474,0.003767338,0.000246999,0.000407017,0.006277594,0.001474229,0.000571966,0.00026465,0.001511406,0.00708631,0.000717075,0.000562437,0.018254587,0.005318053,0.026559125,0.0011774,0.000612033,0.000562029,0.003510109,0.277667075,0.001014032
ACC_pS79,0.001576805,0.001453206,0.000715208,0.000742181,0.001917336,0.00086606,0.000563953,0.000565449,0.01770942,0.0006006,0.004025715,0.000534503,0.000501893,0.003339383,0.000591006,0.00064579,0.000840921,0.000437742,0.000696949,0.000528899,0.000433106,0.000264415,0.000600839,0.000764369,0.001648795,0.054956351,0.003657776,0.129110002,0.000509204,0.001661086,0.001677559,0.001332526,0.000583923,0.117012357,0.003012058
Akt_pS473,0.000805978,0.000518303,0.999995874,0.021606554,8.55E-06,0.762614397,0.002256583,0.000118283,8.03E-05,4.83E-05,0.000442353,8.88E-05,0.000862191,0.936559748,7.41E-05,0.000546007,0.000170894,0.000131863,0.000648417,0.000572191,5.77E-05,1.82E-05,0.000137283,0.078673078,6.46E-05,2.77E-05,0.000190856,0.874435754,0.0058014,0.001104632,9.62E-05,0.000196364,0.000653274,0.122544065,0.002749413
Akt_pT308,0.001156861,0.000300507,0.001126572,0.98192281,1.76E-05,0.018044236,6.15E-05,0.000120046,5.64E-05,2.94E-05,0.000689068,2.08E-05,3.71E-05,0.273533704,5.67E-05,2.72E-05,0.000289152,0.000562699,0.000153999,0.000103211,2.48E-05,2.09E-05,0.00021968,0.065506508,6.20E-05,3.31E-05,2.99E-05,0.158113907,0.000203503,0.000160075,0.000320838,0.000353677,6.20E-05,0.060231898,0.002616092
AMPK_pT172,0.001134208,0.210321752,0.000601819,0.000644539,0.004003139,0.000579249,0.001148564,0.001798839,0.000647934,0.00065678,0.001040991,0.000539176,0.000815888,0.00098565,0.000735422,0.000397433,0.000255555,0.000463853,0.095883974,0.000563152,0.000328226,0.000584076,0.000323832,0.000725979,0.004541668,0.002088659,0.00076043,0.002426127,0.001130216,0.000583224,0.000837937,0.000784415,0.002967321,0.001402024,0.000892507
Bad_pS112,0.003022454,0.001886994,0.010638986,0.149362095,0.000489774,0.285385467,0.000745014,0.001165692,0.000914931,0.000556913,0.000958159,0.000700724,0.00318051,0.002723383,0.000748219,0.00342058,0.75975357,0.750049493,0.000855043,0.039312667,0.000238494,0.000373973,0.000353502,0.000593136,0.002965557,0.000521582,0.000924739,0.000947087,0.017176479,0.000867332,0.000667312,0.00059184,0.00135042,0.000447447,0.002092012
c-Met_pY1235,0.003823859,0.000762052,0.000692591,0.001040016,0.006464834,0.001856123,0.01618915,0.026371717,0.002574062,0.000956163,0.000829091,0.001495147,0.000507247,0.004905923,0.000306242,0.126745878,0.000229532,0.00033885,0.003449612,0.000556956,0.000242372,0.000370938,0.001366369,0.002476918,0.000892981,0.032170177,0.263704963,0.006532422,0.000901593,0.000849315,0.63883305,0.21611184,0.000580608,0.002097165,0.001363318
c-Raf_pS338,0.001158666,0.008181945,0.000862334,0.321909805,0.00803793,0.000554694,0.001413521,0.999592349,0.28549999,0.000947682,0.322744288,0.000688241,0.000726766,0.162444295,0.00814568,0.00035921,0.000271758,0.24868434,0.000699729,0.012140797,0.00026859,0.000717452,0.000356791,0.00066914,0.000590059,0.004532353,0.06378811,0.006021111,0.000429798,0.002267473,0.18768487,0.002569415,0.001872153,0.071596672,0.103217067
Chk1_pS345,0.000938968,0.009254842,0.000584097,0.0009469,0.026503369,0.000574787,0.000503949,0.010925024,0.88609762,0.000754382,0.004339564,0.001181697,0.00073494,0.000897265,0.000548451,0.001185882,0.000217453,0.000424688,0.000923751,0.000639395,0.000442783,0.000394597,0.000344004,0.000648574,0.005036632,0.005128911,0.00131873,0.002166872,0.001692707,0.000555016,0.003917313,0.002504589,0.000878601,0.00114859,0.000608562
Chk2_pT68,0.002111812,0.000471858,0.000696304,0.001885727,0.000414935,0.000627704,0.000697315,0.000527741,0.001128158,0.644887301,0.00313923,0.000648851,0.000711334,0.001610158,0.001440749,0.003325703,0.000292421,0.001035573,0.00080659,0.000708861,0.000569875,0.001380057,0.036037907,0.001961417,0.021593291,0.000887407,0.001206817,0.011328207,0.005348485,0.000838928,0.000860586,0.000765777,0.003174834,0.005459757,0.000646899
