,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
4EBP1_pS65,0.137042624,0.005074393,0.003187236,0.001965192,0.000864934,0.002039084,0.002301448,0.002186524,0.001845013,0.001489909,0.004460664,0.001166275,0.000535021,0.001426676,0.000953433,0.001243396,0.040466499,0.002268235,0.000613341,0.001697407,0.000270109,0.002939441,0.000982285,0.000658975,0.000541155,0.000932369,0.00071869,0.008266478,0.000608232,0.004849878,0.00103343,0.000688647,0.000676749,0.225540908,0.16126364
ACC_pS79,0.001098196,0.003544866,0.000703025,0.001043842,0.003144326,0.00111669,0.004420249,0.000583804,0.003769618,0.001102978,0.000177223,0.000466999,0.000522088,0.001289119,0.007734587,0.001629365,0.001833007,0.00023157,0.000653143,0.000611747,0.000310983,0.0012761,0.000507871,0.000724151,0.000695131,0.000481362,0.001398384,0.008208742,0.001964885,0.000829012,0.000904,0.002234892,0.000978885,0.001195804,0.001560769
Akt_pS473,0.002637481,0.00026583,0.613529125,0.002051945,0.000156509,0.229772536,0.000641885,0.001432055,0.000298541,0.000666087,0.000268455,0.000972952,0.00107888,0.9220521,0.000300623,0.000393644,0.008597704,0.000536008,0.003120845,0.000407979,7.55E-05,0.000658169,0.002890017,0.000113427,0.000159534,0.000161908,0.00040359,0.439541164,0.000153805,0.000133389,0.001059878,0.000263814,0.0009841,0.526631232,0.000485497
Akt_pT308,0.000920249,0.00024064,0.003404123,0.090578853,0.000145673,0.005612924,0.000493394,0.000832654,0.000199474,0.000575494,0.000264563,0.000441454,0.000249192,0.57176882,0.000347553,0.001660594,0.006054167,0.002045879,0.000386316,0.000144354,7.83E-05,0.004239306,0.000564132,0.000119009,0.000169374,0.000145299,0.000180122,0.475927753,0.000224065,0.000126919,0.001748647,0.002196409,0.000472602,0.13645527,0.000262621
AMPK_pT172,0.000895046,0.41243292,0.00063871,0.000627217,0.016283915,0.000696258,0.000527958,0.000473618,0.02307276,0.000702139,0.000278231,0.000576825,0.003177157,0.001139267,0.002568039,0.001176954,0.000445927,0.000750208,0.119259644,0.000798119,0.000344316,0.000540918,0.000413092,0.000933424,0.001331678,0.001094344,0.02775258,0.001389234,0.000951179,0.002654357,0.00052736,0.000817103,0.002909829,0.004922278,0.002224011
Bad_pS112,0.065498689,0.000916552,0.00252053,0.001053375,0.000654387,0.269840725,0.016952962,0.001441266,0.00073052,0.004107029,0.000380086,0.000501491,0.005943296,0.000785762,0.004583391,0.00422147,0.617146272,0.994377616,0.001200362,0.017635116,0.000265624,0.013036745,0.02535963,0.000613215,0.000868981,0.001007306,0.000793575,0.000691658,0.001060325,0.000800577,0.000656755,0.009189574,0.004715455,0.000886088,0.001210659
c-Met_pY1235,0.000718607,0.000849176,0.001106583,0.000961315,0.002815515,0.038493533,0.020465844,0.039893038,0.000917487,0.001773597,0.000337211,0.000756233,0.000343599,0.005994947,0.012588803,0.692774862,0.079734747,0.00191775,0.000779005,0.000642092,0.000267585,0.000688098,0.003982925,0.000615342,0.001455713,0.019240496,0.337086104,0.000915412,0.007858999,0.00518991,0.284194971,0.554895129,0.000606472,0.002001286,0.568517443
c-Raf_pS338,0.002367636,0.001092647,0.001556043,0.000632653,0.000982043,0.001548851,0.08095561,0.214316054,0.001629954,0.025455327,0.941713672,0.000903052,0.000380124,0.000775666,0.237935229,0.008125407,0.492502607,0.522823557,0.000696694,0.001085377,0.000331474,0.005709889,0.001116591,0.000699482,0.000624754,0.000550109,0.000868041,0.001661672,0.008735481,0.000719048,0.027366592,0.001079129,0.000750262,0.000911039,0.002461598
Chk1_pS345,0.000829272,0.040107187,0.001080297,0.00059489,0.950793989,0.00085828,0.000746742,0.000889647,0.999746223,0.001454456,0.005026571,0.000855441,0.009722093,0.001430721,0.001290983,0.000716232,0.000439254,0.000759324,0.000933097,0.003505983,0.000268581,0.0006633,0.000797961,0.000834411,0.003867991,0.00055578,0.465769634,0.000863417,0.000647238,0.001081927,0.001439518,0.00071892,0.028621698,0.141168199,0.003631485
Chk2_pT68,0.000979176,0.213731836,0.001462655,0.000576614,0.004024266,0.001119308,0.000546035,0.002013838,0.004604792,0.960315704,0.001084419,0.000488517,0.000841811,0.004647893,0.00102663,0.005926965,0.000463762,0.001246254,0.003942306,0.012437472,0.000264561,0.002778518,0.107376767,0.000683787,0.001430917,0.000461674,0.0806808,0.000763873,0.001380779,0.000727742,0.009132629,0.000772739,0.004141836,0.343731601,0.003369231
