,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
4EBP1_pS65,0.08913312,0.008214871,0.001553609,0.002497158,0.000522967,0.001953426,0.000282378,0.000680291,0.001115897,0.000576505,0.009615593,0.001244876,0.002986797,0.008584308,0.007258936,0.000784161,0.0005936,0.000805548,0.000977691,0.003747726,0.00128143,0.004755098,0.000761404,0.001483479,0.00137874,0.000525565,0.001504938,0.001899625,0.0320438,0.001199599,0.001791775,0.000757431,0.008425217,0.064601079,0.000389623
ACC_pS79,0.000613962,0.001095953,0.000998571,0.001638425,0.002043224,0.0006145,0.000287154,0.00060563,0.000806147,0.002320488,0.001123773,0.00221486,0.001039609,0.003292546,0.000640365,0.000611962,0.000674544,0.001204348,0.002211508,0.005389903,0.000944242,0.000776355,0.0004527,0.000621988,0.00098898,0.000375366,0.024673586,0.000792847,0.000880869,0.000657114,0.000576861,0.004797288,0.001446376,0.000313252,0.001191372
Akt_pS473,0.000259512,0.000866026,0.983500804,0.008273103,0.000321022,0.143897263,0.003123474,0.000249881,0.00051312,0.000115416,0.000808806,0.00022722,0.002438226,0.896501319,0.294587702,0.000136496,0.000175658,0.00170502,0.000595272,0.000455487,0.004285175,0.000350553,0.00481678,0.000172241,0.000746523,0.000127909,0.000396832,0.762209092,0.000873755,0.000108274,0.000175096,0.000763062,0.020062027,0.036492547,0.000155614
Akt_pT308,0.000268334,0.001059397,0.001601332,0.993027205,0.001237452,0.006259557,0.002770706,0.000164905,0.000587753,0.000173025,0.000261225,0.00019397,0.018045876,0.284387214,0.126240071,0.000119024,0.0001693,0.003636067,0.001102053,0.000317958,0.002909858,0.000187052,0.00216623,0.00018588,0.000168415,0.00010534,0.000383447,0.357635266,0.001078155,0.000107306,0.00014735,0.003154465,0.023557841,0.024870414,0.000101281
AMPK_pT172,0.001720493,0.570701199,0.000983822,0.005575605,0.035959091,0.000791253,0.000452613,0.000802725,0.000860007,0.005254112,0.000687872,0.000948999,0.001536145,0.011111187,0.001306663,0.000713166,0.001713588,0.004147101,0.233496885,0.001421745,0.000650415,0.000579186,0.000414633,0.000722109,0.007112317,0.000766124,0.192089112,0.005194494,0.021766916,0.000678466,0.001165687,0.064919248,0.016907388,0.000327406,0.028293292
Bad_pS112,0.000631295,0.00160306,0.001668965,0.000610715,0.002444124,0.686522258,0.000962645,0.005888046,0.000762553,0.000576633,0.000599894,0.001281955,0.688966826,0.000636217,0.00058609,0.000669338,0.532068404,0.745205751,0.000607064,0.03376867,0.000564442,0.003279182,0.002040784,0.000938787,0.001357634,0.000378231,0.002972881,0.000630021,0.00076234,0.000642455,0.000605264,0.006341729,0.001104349,0.000359465,0.000982128
c-Met_pY1235,0.004565362,0.008448997,0.000633596,0.001642954,0.000448656,0.008709993,0.014777904,0.0345978,0.104305285,0.000699608,0.000646098,0.000429441,0.092267139,0.00060774,0.000593306,0.201496695,0.000881996,0.001675798,0.000599381,0.00079311,0.001420501,0.002469207,0.013939136,0.001703631,0.003265371,0.032926197,0.512715952,0.000792402,0.001240896,0.00087929,0.437950834,0.258658068,0.000892258,0.00041885,0.001942052
c-Raf_pS338,0.001279425,0.000893001,0.000794624,0.002507759,0.002790565,0.001178591,0.00041766,0.988467349,0.000719297,0.009215187,0.000524502,0.000475424,0.002501964,0.01943185,0.002252009,0.000741431,0.000640104,0.156926963,0.000657174,0.004757941,0.00061268,0.000540276,0.000351197,0.001044463,0.000964274,0.000462768,0.003353221,0.188187613,0.001501207,0.000655048,0.001326546,0.018101488,0.000825123,0.000331435,0.000685332
Chk1_pS345,0.000670128,0.25265022,0.001329603,0.003318248,0.13687573,0.002459943,0.000473154,0.000704602,0.966160807,0.001232877,0.023061983,0.000716508,0.001905168,0.002589307,0.001172997,0.000842166,0.000866817,0.028562909,0.015499023,0.000658915,0.006376328,0.000829508,0.002060998,0.000703354,0.000523962,0.000382244,0.0179251,0.000776805,0.001071532,0.000638439,0.001028392,0.009916993,0.006414211,0.000905623,0.000998934
Chk2_pT68,0.00074291,0.015448349,0.000918558,0.004259021,0.000838624,0.009606727,0.003047323,0.000610708,0.310104794,0.99980201,0.037264317,0.003847722,0.003014497,0.001535338,0.005272923,0.008765296,0.000705839,0.001926793,0.003798821,0.009756032,0.004983142,0.020029834,0.652986275,0.002235942,0.00067496,0.000400638,0.007921414,0.000591135,0.005257414,0.00293056,0.00149299,0.000737713,0.000705343,0.007762396,0.001952437
EGFR_pY1068,0.000574721,0.038267547,0.000817531,0.001864029,0.002297571,0.000671428,0.000320234,0.341854122,0.001250851,0.000557977,0.147000593,0.001620064,0.00078513,0.00104558,0.003867725,0.356182787,0.001428973,0.002855257,0.006417669,0.001488992,0.007829708,0.0021372,0.038730476,0.000921403,0.000429207,0.103030547,0.77725231,0.000702023,0.00135445,0.000711457,0.411860546,0.270442987,0.000664952,0.000598103,0.000395485
EGFR_pY1173,0.000628765,0.00063308,0.003415989,0.008766532,0.000486689,0.000724161,0.000388118,0.004126549,0.001251723,0.001077118,0.00479664,0.000707154,0.002224829,0.014583489,0.000686519,0.006962915,0.001080189,0.003400459,0.000614499,0.000657468,0.000505481,0.000680904,0.442430543,0.000705641,0.000485095,0.04357328,0.00244584,0.008158885,0.000643364,0.001370443,0.001741164,0.000981649,0.000629471,0.000427087,0.000566438
ER-alpha_pS118,0.001350326,0.003426956,0.000608779,0.000727973,0.000539292,0.000766206,0.02064259,0.000652573,0.000949299,0.000845217,0.002978665,0.000390084,0.255280464,0.000593316,0.000605073,0.000862151,0.001120597,0.00098526,0.002256963,0.000493796,0.000800524,0.000623739,0.000517664,0.000958828,0.203958159,0.000390559,0.001146424,0.000745182,0.033220907,0.000582312,0.000576847,0.001375102,0.004304807,0.000435858,0.005278463
GSK3-alpha-beta_pS21_S9,0.000716727,0.001644205,0.00100938,0.00173641,0.001634715,0.008377184,0.001603656,0.001156284,0.003858115,0.000879599,0.000845479,0.000884027,0.003687113,0.001149763,0.014468605,0.000819588,0.001204339,0.005478494,0.163858381,0.001185159,0.003646274,0.000807737,0.001932427,0.000935291,0.000728548,0.000547729,0.000687677,0.006485604,0.001867767,0.000603264,0.000575348,0.037776644,0.012379268,0.000375246,0.000400225
HER2_pY1248,0.000565986,0.002522947,0.001019059,0.00124357,0.000542213,0.001724034,0.000706658,0.261749464,0.002533574,0.000616272,0.003913868,0.000468521,0.000721623,0.001611553,0.398654468,0.979315841,0.000598628,0.000536134,0.000781754,0.001213842,0.00066807,0.00074971,0.211530809,0.000934004,0.000546825,0.022370039,0.252040638,0.0008404,0.04639115,0.000588841,0.663298046,0.272991054,0.006334329,0.000341874,0.000348667
JNK_pT183_pT185,0.000578452,0.019180234,0.000721271,0.000790321,0.000649119,0.001110631,0.000341031,0.000747174,0.000949205,0.000779838,0.000837627,0.000684413,0.002245752,0.000652864,0.001372125,0.001550047,0.000720528,0.000579508,0.001098159,0.003399302,0.001187073,0.001276908,0.000424379,0.000834286,0.000595267,0.001303319,0.003221245,0.000570037,0.002291641,0.000616749,0.000782256,0.00066298,0.000959421,0.000431628,0.000442892
MAPK_pT202_Y204,0.000648079,0.000730589,0.000592875,0.00060872,0.000460898,0.238324448,0.000285023,0.026660449,0.000902207,0.000615414,0.078926687,0.058987129,0.00227778,0.000731869,0.1817856,0.000802192,0.999236135,0.75739891,0.169390795,0.000620021,0.009731693,0.000677804,0.00040406,0.000765988,0.387166483,0.000382191,0.000681349,0.000642429,0.027101924,0.000610195,0.00255532,0.000649838,0.000985905,0.000305042,0.001051272
MEK1_pS217_S221,0.000581786,0.000790853,0.00064693,0.000604484,0.000529541,0.001759914,0.000430796,0.00080629,0.00139486,0.000717891,0.09445294,0.096623211,0.001405263,0.000651357,0.006923384,0.000592407,0.240179107,0.335649327,0.002236799,0.000508509,0.621176025,0.000562761,0.000523566,0.001008316,0.000793543,0.000429929,0.000441657,0.000581685,0.004587807,0.000617267,0.000842965,0.002025931,0.002652492,0.000369503,0.023413991
mTOR_pS2448,0.956248024,0.001010216,0.258332725,0.377815658,4.45E-05,0.000218119,0.000161198,6.57E-05,0.000400155,0.000497143,0.004378047,0.000209494,0.00027799,0.000886193,0.005230179,0.001155242,2.29E-05,0.000399324,0.00015173,0.015947164,0.001438252,0.002330985,0.319200757,0.292250716,0.000293419,2.74E-05,0.001023128,0.015987482,0.001909375,0.000272259,4.80E-05,8.03E-05,0.002539598,0.001831601,0.000123228
NF-kB-p65_pS536,0.000563126,0.005969633,0.000634491,0.001034392,0.005257338,0.000607874,0.000338974,0.003123517,0.003608988,0.000602507,0.002176938,0.054690465,0.006171096,0.000978306,0.00328445,0.001336609,0.000627384,0.002797009,0.002773574,0.399673434,0.003758335,0.001874778,0.000471373,0.002250226,0.000440756,0.000398667,0.002457167,0.001405235,0.00180532,0.001071065,0.002022659,0.000952775,0.000846001,0.000828526,0.000394576
p27_pT157,0.000939714,0.000865522,0.00060836,0.000784275,0.000542624,0.000800544,0.001131477,0.000655444,0.000628745,0.000546442,0.009923683,0.000796814,0.003264213,0.000586786,0.011120978,0.001481515,0.000614593,0.001554715,0.008275391,0.000684764,0.003108561,0.001041693,0.000410805,0.000780908,0.003300021,0.000380341,0.000359499,0.001168572,0.000855263,0.000650191,0.000544284,0.000590589,0.003276359,0.009150857,0.000346766
p27_pT198,0.00072524,0.001666365,0.000741322,0.00110003,0.000486013,0.001414261,0.002992095,0.000544978,0.001566747,0.000735463,0.003693772,0.001660366,0.000577922,0.002420288,0.001364179,0.000715249,0.000611562,0.000692605,0.000723724,0.001012495,0.000534999,0.000974773,0.000583155,0.000953356,0.000454153,0.000530068,0.003546043,0.001053021,0.000691691,0.001373167,0.000734647,0.000880445,0.000727996,0.000544211,0.000452698
p38_pT180_Y182,0.000582942,0.012339764,0.000612276,0.000621766,0.000481602,0.001675873,0.000331494,0.001745278,0.007253788,0.000569744,0.020683801,0.000509009,0.00067943,0.000903494,0.001053451,0.005933222,0.00066443,0.000982166,0.001872202,0.06666548,0.00055235,0.000676641,0.001736635,0.000907584,0.000680787,0.000425737,0.000956129,0.002305244,0.000716571,0.000624412,0.000569732,0.000581826,0.002551994,0.001084882,0.000813013
p70S6K_pT389,0.023272625,0.003685604,0.001645191,0.000835357,0.000443287,0.000678657,0.000291216,0.000801162,0.00097358,0.000552406,0.010143048,0.218980264,0.00125383,0.279787034,0.014577951,0.000676606,0.00060349,0.00112574,0.95713743,0.003485859,0.001041723,0.925246253,0.002423035,0.867638207,0.002053025,0.198871677,0.000586423,0.455421908,0.002716587,0.635838321,0.000774202,0.000615644,0.025323587,0.000460099,0.000718528
p90RSK_pT359_S363,0.001329054,0.001131636,0.001650634,0.004754948,0.000645454,0.258346587,0.000497034,0.000684472,0.0079316,0.000572202,0.000950849,0.001452718,0.018180757,0.010094793,0.000645402,0.00059993,0.000914233,0.077336574,0.038125729,0.000546714,0.081883331,0.00140743,0.000683737,0.001072796,0.011058996,0.002778001,0.000895266,0.000679033,0.178123597,0.193732745,0.000668584,0.000700482,0.002138983,0.000311222,0.000951907
PDK1_pS241,0.000558542,0.00060656,0.198821051,0.094315557,0.000873001,0.000647275,0.000290439,0.000559373,0.001201075,0.001179025,0.00061767,0.001285541,0.000799527,0.001197451,0.000617516,0.00072583,0.000714585,0.001001655,0.000868198,0.000686956,0.000757433,0.000530619,0.00040142,0.363379789,0.00047336,0.000431776,0.016665902,0.000791911,0.001491963,0.002304227,0.000609757,0.015171706,0.002587405,0.000705124,0.000500607
PKC-alpha_pS657,0.00097272,0.052413988,0.000739448,0.001138511,0.003350834,0.000640756,0.000719022,0.000552681,0.000781854,0.000818831,0.001972963,0.001287378,0.000841549,0.000930831,0.000826218,0.000616366,0.000808731,0.001081736,0.001169031,0.000704001,0.000659249,0.001312728,0.001790719,0.000657308,0.001053511,0.000446739,0.667080801,0.001345126,0.009152154,0.000796668,0.000611815,0.010682623,0.007690314,0.000331765,0.00658636
