,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
4EBP1_pS65,0.214869825,0.002653379,0.000877823,0.000796184,0.000300129,0.002282278,0.000337754,0.000469627,0.000552684,0.00054897,0.000622253,0.002167626,0.000663797,0.001332405,0.00191052,0.007083964,0.000600609,0.001387528,0.000604436,0.003214235,0.001050863,0.001187049,0.081609569,0.001028251,0.000648928,0.001526994,0.163983195,0.002128823,0.002339266,0.001773464,0.001941247,0.005634711,0.00855475,0.087634081,0.002692801
ACC_pS79,0.000844241,0.000997578,0.001746597,0.001009459,0.000799862,0.000674858,0.000390416,0.000411139,0.00224057,0.001399425,0.000489215,0.00042343,0.000746617,0.00234359,0.000715302,0.002325492,0.003242893,0.004235258,0.000761918,0.00221984,0.000438478,0.000627081,0.00090866,0.000886505,0.003265488,0.002068288,0.001647301,0.006374671,0.000808972,0.000634083,0.00055858,0.009149855,0.005273966,0.000399355,0.000592833
Akt_pS473,0.004619838,0.000335042,0.990057289,0.006397691,0.000168847,0.056324228,0.054423363,0.000265814,0.000343571,0.000121018,0.000100154,0.000863886,0.001399981,0.50638489,0.008783422,0.002013485,0.000275745,0.001289376,0.000145631,0.000378308,0.023658246,0.000285395,0.000536792,0.000412238,0.00045702,0.00153513,0.005045516,0.722765255,0.002278552,0.000199426,0.016608072,0.000884534,0.05995537,0.119699756,0.000267015
Akt_pT308,0.005783662,0.000151888,0.012656716,0.995463266,0.000203789,0.001068819,0.064582996,0.000140655,0.000552367,0.000161203,8.18E-05,0.000542964,0.001352426,0.8301106,0.001430337,0.000361533,0.000248898,0.000334577,0.000119084,8.26E-05,0.003235058,0.000189207,0.000828134,0.000502279,0.000596152,0.001440789,0.00781469,0.442268078,0.00024239,0.000168272,0.000856629,0.000148519,0.017043136,0.07261059,0.000193133
AMPK_pT172,0.000890886,0.189227962,0.000657726,0.000605454,0.027298513,0.000851743,0.000333842,0.00039807,0.000748912,0.002298187,0.002464771,0.000771772,0.000616157,0.000631904,0.000818615,0.000937788,0.000595958,0.000837221,0.128462724,0.004619756,0.028210897,0.001156501,0.00039045,0.000602593,0.001608001,0.000934971,0.001534093,0.000761248,0.000890966,0.000872653,0.000715879,0.029257146,0.001330422,0.000340445,0.001902758
Bad_pS112,0.00063179,0.002276635,0.000787425,0.000654027,0.000299839,0.820517267,0.000456362,0.000405183,0.000688666,0.000878667,0.000392516,0.000426219,0.005601596,0.000703152,0.00136662,0.002018973,0.223024492,0.20431906,0.000762597,0.090602859,0.0003993,0.005928334,0.000479412,0.00094773,0.000618473,0.00067598,0.008433191,0.000965179,0.00089929,0.00075211,0.000689654,0.004759536,0.000641426,0.0003466,0.002144053
c-Met_pY1235,0.006256753,0.000476149,0.000608431,0.00060481,0.000907046,0.000805958,0.004913312,0.027095992,0.000708963,0.000621532,0.001322087,0.000978603,0.001853567,0.000831172,0.00080177,0.736674455,0.00104546,0.000682894,0.000725123,0.000492769,0.000897894,0.000832772,0.001281266,0.0008015,0.00178619,0.032134425,0.319764741,0.000718817,0.000648317,0.000689976,0.452758042,0.215456107,0.018058433,0.00039732,0.000682052
c-Raf_pS338,0.001031615,0.000406693,0.000822228,0.000603408,0.000320489,0.000582705,0.000325793,0.183017077,0.000992381,0.002119754,0.000399039,0.000593461,0.000872892,0.000650846,0.000985739,0.02352996,0.006610569,0.147953925,0.000632169,0.000511506,0.000738012,0.000590889,0.00033845,0.000849527,0.000962777,0.000719301,0.000384548,0.000672179,0.008502104,0.001012561,0.000723189,0.000522917,0.000664795,0.006659459,0.000596902
Chk1_pS345,0.000903172,0.000336287,0.000635863,0.00060191,0.06874223,0.004730135,0.000555065,0.000436997,0.841496776,0.009222297,0.000799295,0.000568263,0.00187018,0.000733079,0.384982392,0.00056364,0.002494757,0.024737626,0.000682981,0.011045399,0.103735853,0.000586104,0.000581551,0.00104004,0.000658456,0.003035938,0.003760345,0.000720057,0.007537369,0.000708894,0.000468636,0.005246858,0.004080512,0.000344241,0.002051148
Chk2_pT68,0.002517211,0.000473005,0.001734327,0.038266862,0.000632859,0.001649768,0.00361895,0.000415031,0.002778408,0.998883073,0.00031792,0.000403749,0.001121863,0.003372048,0.000914888,0.000834858,0.000574389,0.000607482,0.000586594,0.000606888,0.001037548,0.000772072,0.324125612,0.001235481,0.003298409,0.001379829,0.002738601,0.000835778,0.000792081,0.002157172,0.000486419,0.000900296,0.005289758,0.00076537,0.000639457
