,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
4EBP1_pS65,0.119176262,0.019411902,0.05473098,0.009172395,0.03365811,0.000613786,0.002663281,0.000476897,0.00256013,0.007836115,0.000795742,0.015522637,0.000807073,0.003777754,0.000469404,0.00074185,2.95E-06,6.07E-05,0.008427743,0.000793522,0.000245643,0.000705873,0.000731939,0.006757666,0.000392099,0.006023307,0.000368036,0.00273357,0.089159263,0.001160181,0.000330631,0.000534296,0.000687046,0.138803635,0.000697453
ACC_pS79,0.000820951,0.001172784,0.000723356,0.001299927,0.006908049,0.001259949,0.000452885,0.000527442,0.027715938,0.000709792,0.003906045,0.002566514,0.001125868,0.000642629,0.000538658,0.01046472,5.14E-05,0.000182667,0.000568337,0.026188122,0.000269095,0.000331499,0.396659576,0.001086085,0.021433281,0.001123447,0.000354078,0.000733407,0.001000663,0.000509471,0.00033456,0.000382425,0.00075942,0.000677162,0.009133256
Akt_pS473,2.28E-05,0.033202899,0.982868908,0.010247376,0.00030935,0.412355711,8.28E-05,0.000680772,3.55E-05,3.00E-05,0.012726058,0.008787549,0.007434605,0.595010752,2.77E-05,1.85E-05,3.63E-06,9.62E-06,0.001265124,0.000268861,1.31E-05,3.92E-05,0.000123548,3.49E-05,0.092650335,5.19E-05,8.57E-05,0.054432974,9.42E-05,0.000124313,0.000594398,5.01E-05,0.000197261,0.020309343,0.000764429
Akt_pT308,1.77E-05,0.001028835,0.003362126,0.991908472,5.75E-05,0.011665618,1.00E-04,0.001522808,3.34E-05,4.50E-05,0.015674116,0.010586428,0.004960101,0.533840565,1.69E-05,2.37E-05,5.63E-06,1.68E-05,0.013974539,0.000166197,1.39E-05,3.81E-05,3.04E-05,3.28E-05,0.212171217,1.64E-05,8.94E-05,0.027914006,4.97E-05,1.04E-05,0.000681856,6.98E-05,0.000132707,0.009197537,0.000662102
AMPK_pT172,0.001156458,0.348971214,0.000684356,0.000592496,0.007263734,0.000814351,0.000257471,0.000510472,0.001055381,0.000499798,0.000707107,0.001458452,0.000389139,0.000618589,0.000415892,0.0006088,4.33E-06,8.93E-05,0.114452584,0.000671994,0.000302979,0.00034399,0.000941179,0.000551876,0.000305663,0.004153122,0.000346271,0.000541482,0.001085606,0.002210441,0.000337782,0.000314375,0.000861901,0.000896771,0.000713017
Bad_pS112,0.001225845,0.012672578,0.001407132,0.00201322,0.000328923,0.404521601,0.000303568,0.006589013,0.001121435,0.000425058,0.128798687,0.00250096,0.001778974,0.000866875,0.000375596,0.000938461,0.384647181,0.942442731,0.001974215,0.036265426,0.000507791,0.000657363,0.00111029,0.00075763,0.000803101,0.000838681,0.000385118,0.001269669,0.001148305,0.008661149,0.000358256,0.000464339,0.003036914,0.001105982,0.026809232
c-Met_pY1235,0.000628599,0.000632376,0.000369905,0.001285431,0.000820735,0.001093095,0.001084122,0.016161918,0.003538364,0.000678521,0.00053929,0.002925406,0.00028021,0.000617926,0.000284704,0.204500177,2.05E-06,9.73E-05,0.000989852,0.001100456,0.000291204,0.00040357,0.006163014,0.001048789,0.003734129,0.0165006,0.160471535,0.000544428,0.000626295,0.000108884,0.108711744,0.102097605,0.000667277,0.001026019,0.001603824
c-Raf_pS338,0.000521292,0.000816186,0.001226491,0.000662615,0.001482487,0.001119941,0.000316421,0.173822903,0.000639211,0.003492982,0.001028155,0.040340814,0.000942629,0.001068547,0.000518568,0.00248543,2.23E-06,0.032753867,0.00227424,0.00371361,0.000345031,0.000454214,0.011965419,0.000522068,0.148883655,0.000801346,0.000414103,0.001518384,0.000884385,0.000292937,0.001333628,0.000321372,0.000618699,0.000849246,0.000623072
Chk1_pS345,0.000798469,0.002539374,0.000595631,0.001425607,0.019066396,0.001031272,0.000241195,0.00165103,0.327694976,0.000402441,0.023176189,0.001190549,0.002271629,0.001837002,0.000371957,0.000798351,0.000648617,0.001194412,0.000718766,0.007690766,0.001356628,0.000568716,0.005400974,0.017966307,0.053875764,0.00067542,0.000374107,0.000772441,0.007265398,0.00062212,0.000373857,0.000322851,0.002669105,0.000893272,0.001356188
Chk2_pT68,0.00073866,0.000746623,0.001102672,0.001725049,0.003139563,0.000691619,0.000985127,0.000457299,0.007920713,0.5462286,0.001728703,0.001188944,0.000292486,0.002393599,0.00028615,0.000544821,2.75E-06,0.000120101,0.001391367,0.001323521,0.000249948,0.000293845,0.019146798,0.000820907,0.000393046,0.000821366,0.000765203,0.000723204,0.006485761,0.001888763,0.001201544,0.000506696,0.000564116,0.004600209,0.000888395
EGFR_pY1068,0.000549132,0.000791083,0.000408701,0.000638375,0.001409982,0.001415286,0.000505658,0.587785009,0.000608892,0.000693478,0.423525728,0.004449461,0.000947743,0.00073293,0.000452021,0.18230659,6.37E-05,0.000109423,0.001526746,0.001896491,0.000245119,0.000498091,0.095191908,0.000820501,0.000611897,0.137492906,0.107739064,0.000848917,0.000556099,0.000191683,0.15837721,0.103356483,0.000729108,0.000721007,0.010936632
EGFR_pY1173,0.000543041,0.001414585,0.000413146,0.000627333,0.00046253,0.000496096,0.000276459,0.00106607,0.000638697,0.000456506,0.001419723,0.000734375,0.00030823,0.000741741,0.002557385,0.004985208,1.12E-05,8.57E-05,0.000674205,0.001139451,0.000246586,0.002966922,0.593249738,0.00161714,0.001731334,0.037574862,0.001164359,0.000810343,0.033314825,0.00016188,0.004526836,0.000627666,0.001954613,0.000710972,0.000916603
